"Scenario_Set","Scenario_Name","Scenario","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","Alpha_true","r_carry","Accrual","T_assess","Cycle_Max","Continuous_Enrollment","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,1,0.07,0.07,0.0338,0,NA,NA,0,3.9738,3.9738,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,2,0.1,0.1,0.0606,NA,NA,NA,0.6048,3.4824,3.4824,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,3,0.12,0.12,0.0873,NA,NA,NA,1.6129,3.6714,3.6714,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,4,0.14,0.14,0.1145,NA,NA,NA,9.879,5.0897,5.0897,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,5,0.17,0.17,0.2169,NA,NA,NA,34.5766,7.4168,7.4168,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,6,0.19,0.19,0.3606,NA,NA,NA,24.9496,3.6729,3.6729,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,7,0.22,0.22,0.4269,NA,NA,NA,12.4496,1.5091,1.5091,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,1,1,8,0.26,0.26,0.4875,NA,NA,NA,15.8266,1.1568,1.1568,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,1,0.07,0.07,0.0337,0.0834,NA,NA,0,3.9662,3.9662,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,2,0.1,0.1,0.0604,NA,NA,NA,0.504,3.4733,3.4733,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,3,0.12,0.12,0.087,NA,NA,NA,1.7137,3.6653,3.6653,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,4,0.14,0.14,0.1141,NA,NA,NA,9.7278,5.0731,5.0731,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,5,0.17,0.17,0.2165,NA,NA,NA,34.6774,7.4304,7.4304,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,6,0.19,0.19,0.3602,NA,NA,NA,24.8992,3.6835,3.6835,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,7,0.22,0.22,0.4265,NA,NA,NA,12.3992,1.5091,1.5091,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,1,1,8,0.26,0.26,0.4871,NA,NA,NA,15.9274,1.1598,1.1598,0,29.9607,29.9607,0.1512,437.2936,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,1,0.07,0.07,0.0338,NA,NA,NA,0,3.9738,3.9738,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,2,0.1,0.1,0.0606,NA,NA,NA,0.6552,3.4808,3.4808,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,3,0.12,0.12,0.0872,NA,NA,NA,1.6129,3.6381,3.6381,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,4,0.14,0.14,0.1144,NA,NA,NA,9.7782,5.1275,5.1275,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,5,0.17,0.17,0.2168,NA,NA,NA,34.9294,7.3836,7.3836,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,6,0.19,0.19,0.3604,NA,NA,NA,24.3952,3.7243,3.7243,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,7,0.22,0.22,0.4267,NA,NA,NA,12.6512,1.4894,1.4894,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,1,1,8,0.26,0.26,0.4872,NA,NA,NA,15.877,1.1552,1.1552,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,1,0.07,0.07,0.0551,NA,NA,NA,0,3.1089,3.1089,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,2,0.1,0.1,0.0736,NA,NA,NA,0.252,3.254,3.254,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,3,0.12,0.12,0.0993,NA,NA,NA,1.2097,3.7802,3.7802,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,4,0.14,0.14,0.134,NA,NA,NA,4.5867,4.2656,4.2656,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,5,0.17,0.17,0.1784,NA,NA,NA,8.7702,4.3805,4.3805,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,6,0.19,0.19,0.2318,NA,NA,NA,13.7601,4.0811,4.0811,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,7,0.22,0.22,0.2922,NA,NA,NA,17.8427,3.3553,3.3553,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,1,1,8,0.26,0.26,0.3566,NA,NA,NA,53.4778,3.747,3.747,0,29.9728,29.9728,0.1008,437.4255,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,1,0.07,0.07,0.0338,0,NA,NA,0,3.9723,3.9723,0,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,2,0.1,0.1,0.0606,NA,NA,NA,0.5544,3.4824,3.4824,3.2712,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,3,0.12,0.12,0.0872,NA,NA,NA,1.7137,3.6789,3.6789,0.1452,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,4,0.14,0.14,0.1144,NA,NA,NA,9.8286,5.0867,5.0867,2.9199,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,5,0.17,0.17,0.2168,NA,NA,NA,34.5262,7.3836,7.3836,0.9824,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,6,0.19,0.19,0.3604,NA,NA,NA,25,3.7137,3.7137,1.9672,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,7,0.22,0.22,0.4267,NA,NA,NA,12.4496,1.4985,1.4985,0.4309,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_fixed",NA,NA,"fixed",0,0,0.0714,28,2,1,8,0.26,0.26,0.4872,NA,NA,NA,15.8266,1.1568,1.1568,0.4088,29.9728,19.8473,0.1008,335.9981,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,1,0.07,0.07,0.029,0.0364,NA,NA,0,3.8816,3.8816,0,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,2,0.1,0.1,0.0524,NA,NA,NA,0.4032,3.3553,3.3553,3.1658,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,3,0.12,0.12,0.076,NA,NA,NA,1.2601,3.4627,3.4627,0.1265,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,4,0.14,0.14,0.1003,NA,NA,NA,8.1149,4.9022,4.9022,2.8201,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,5,0.17,0.17,0.1938,NA,NA,NA,29.4355,6.7651,6.7651,1.0106,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,6,0.19,0.19,0.3293,NA,NA,NA,23.0847,3.8589,3.8589,2.1028,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,7,0.22,0.22,0.3936,NA,NA,NA,13.0544,2.0323,2.0323,0.4536,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_random",NA,NA,"random",0,0,0.0714,28,2,1,8,0.26,0.26,0.4532,NA,NA,NA,24.5464,1.7147,1.7147,0.6351,29.9728,19.6583,0.1008,334.9797,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,1,0.07,0.07,0.0254,NA,NA,NA,0,3.8846,3.8846,0,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,2,0.1,0.1,0.0466,NA,NA,NA,0.504,3.44,3.44,3.1784,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,3,0.12,0.12,0.0684,NA,NA,NA,1.1593,3.2828,3.2828,0.1809,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,4,0.14,0.14,0.0911,NA,NA,NA,6.0484,4.4713,4.4713,2.6361,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,5,0.17,0.17,0.1807,NA,NA,NA,27.621,6.7092,6.7092,0.875,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,6,0.19,0.19,0.3145,NA,NA,NA,23.4879,4.1658,4.1658,2.2566,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,7,0.22,0.22,0.3791,NA,NA,NA,13.4577,1.869,1.869,0.5852,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0,0,0.0714,28,2,1,8,0.26,0.26,0.4395,NA,NA,NA,27.621,2.1502,2.1502,0.6578,29.9728,19.6028,0.1008,335.3718,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,2,1,1,0.07,0.07,0.0517,NA,NA,NA,0,3.1074,3.1074,0,29.9728,18.9052,0.1008,327.282,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,2,1,2,0.1,0.1,0.0672,NA,NA,NA,0.2016,3.2283,3.2283,2.8634,29.9728,18.9052,0.1008,327.282,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC1",1,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0,0,0.0714,28,2,1,3,0.12,0.12,0.0884,NA,NA,NA,0.7056,3.5413,3.5413,0.3049,29.9728,18.9052,0.1008,327.282,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
