"Task_ID","Scenario","Allocation","Model_ID","Utility_Type","Lambda_T","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Arrival_Rate"
177,29,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
178,30,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
179,31,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
180,32,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
181,33,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
182,34,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
183,35,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
184,36,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
185,37,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
186,1,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
187,2,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
188,3,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
189,4,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
190,5,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
191,6,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
192,7,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
193,8,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
194,9,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
195,10,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
196,11,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
197,12,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
198,13,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
199,14,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
200,15,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
201,16,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
202,17,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
203,18,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
204,19,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
205,20,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
206,21,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
207,22,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
208,23,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
209,24,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
210,25,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
211,26,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
212,27,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
213,28,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
214,29,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
215,30,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
216,31,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
217,32,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
218,33,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
219,34,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
220,35,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
221,36,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
222,37,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
223,1,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
224,2,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
225,3,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
226,4,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
227,5,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
228,6,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
229,7,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
230,8,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
231,9,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
232,10,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
233,11,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
234,12,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
235,13,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
236,14,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
237,15,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
238,16,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
239,17,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
240,18,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
241,19,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
242,20,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
243,21,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
244,22,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
245,23,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
246,24,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
247,25,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
248,26,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
249,27,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
250,28,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
251,29,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
252,30,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
253,31,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
254,32,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
255,33,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
256,34,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
257,35,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
258,36,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
259,37,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
260,1,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
261,2,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
262,3,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
263,4,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
264,5,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
265,6,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
266,7,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
267,8,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
268,9,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
269,10,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
270,11,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
271,12,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
272,13,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
273,14,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
274,15,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
275,16,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
276,17,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
277,18,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
278,19,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
279,20,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
280,21,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
281,22,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
282,23,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
283,24,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
284,25,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
285,26,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
286,27,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
287,28,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
288,29,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
289,30,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
290,31,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
291,32,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
292,33,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
293,34,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
294,35,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
295,36,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
296,37,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
297,1,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
298,2,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
299,3,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
300,4,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
301,5,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
302,6,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
303,7,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
304,8,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
305,9,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
306,10,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
307,11,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
308,12,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
309,13,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
310,14,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
311,15,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
312,16,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
313,17,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
314,18,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
315,19,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
316,20,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
317,21,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
318,22,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
319,23,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
320,24,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
321,25,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
322,26,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
323,27,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
324,28,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
325,29,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
326,30,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
327,31,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
328,32,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
329,33,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
330,34,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
331,35,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
332,36,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
333,37,"two_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
334,1,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
335,2,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
336,3,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
337,4,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
338,5,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
339,6,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
340,7,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
341,8,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
342,9,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
343,10,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
344,11,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
345,12,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
346,13,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
347,14,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
348,15,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
349,16,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
350,17,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
351,18,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
352,19,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
353,20,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
354,21,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
355,22,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
356,23,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
357,24,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
358,25,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
359,26,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
360,27,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
361,28,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
362,29,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
363,30,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
364,31,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
365,32,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
366,33,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
367,34,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
368,35,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
369,36,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
370,37,"one_stage","additive_shared",2,0.3,0.3,0.3,0.0178571428571429
371,1,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
372,2,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
373,3,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
374,4,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
375,5,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
376,6,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
377,7,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
378,8,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
379,9,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
380,10,"two_stage","additive_dose_specific",2,0.3,0.3,0.3,0.0178571428571429
